"category","cause","var","value","multiplier"
"pop","Fall","hsd","24",1.54
"pop","Fall","sys","Normal (SBP <120 mmHG)",1
"pop","Fall","sys","Elevated (SBP 120-129 mmHG)",1.5
"pop","Fall","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",2
"pop","Fall","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",2.5
"pop","Fall","bmi","Underweight (<18.5)",1.8
"pop","Fall","bmi","Normal Weight (18.5-24.9)",1
"pop","Fall","bmi","Overweight (25-29.9)",1.15
"pop","Fall","bmi","Obese (>30)",1.31
"pop","Fall","hbp","Yes",1
"pop","Fall","hbp","No",1
"pop","Fall","hbc","Yes",1
"pop","Fall","hbc","No",1
"pop","Fall","cvd","Yes",1
"pop","Fall","cvd","No",1
"pop","Fall","copd","Yes",1
"pop","Fall","copd","No",1
"pop","Fall","dia","Yes",1
"pop","Fall","dia","No",1
"pop","Fall","dep","Yes",1
"pop","Fall","dep","No",1
"pop","Fall","can","Yes",1.66
"pop","Fall","can","No",1
"pop","Fall","alz","Yes",1
"pop","Fall","alz","No",1
"pop","Fall","fcvd","Yes",1
"pop","Fall","fcvd","No",1
"pop","Fall","fcopd","Yes",1
"pop","Fall","fcopd","No",1
"pop","Fall","fdia","Yes",1
"pop","Fall","fdia","No",1
"pop","Fall","fdep","Yes",1
"pop","Fall","fdep","No",1
"pop","Fall","fcan","Yes",1
"pop","Fall","fcan","No",1
"pop","Fall","falz","Yes",1
"pop","Fall","falz","No",1
"pop","Influenza and Pneumonia","sex","Male",1.215
"pop","Influenza and Pneumonia","sex","Female",0.846
"pop","Influenza and Pneumonia","race","White",0.985
"pop","Influenza and Pneumonia","race","Black",1.292
"pop","Influenza and Pneumonia","race","Asian",0.792
"pop","Influenza and Pneumonia","race","Native American",1.077
"pop","Influenza and Pneumonia","race","Other",1
"pop","Influenza and Pneumonia","wbr","East Asia & Pacific",0.768
"pop","Influenza and Pneumonia","wbr","Europe & Central Asia",0.932
"pop","Influenza and Pneumonia","wbr","Latin America & Caribbean",1.144
"pop","Influenza and Pneumonia","wbr","Middle East & North Africa",0.465
"pop","Influenza and Pneumonia","wbr","North America",0.788
"pop","Influenza and Pneumonia","wbr","South Asia",0.972
"pop","Influenza and Pneumonia","wbr","Sub-Saharan Africa",1.931
"pop","Influenza and Pneumonia","inc","Poor",1.4
"pop","Influenza and Pneumonia","inc","Lower-middle",1.2
"pop","Influenza and Pneumonia","inc","Middle",1
"pop","Influenza and Pneumonia","inc","Upper-middle",0.8
"pop","Influenza and Pneumonia","inc","Rich",0.6
"pop","Influenza and Pneumonia","edu","No Formal Schooling",1.6
"pop","Influenza and Pneumonia","edu","Primary Education (Elementary School)",1.4
"pop","Influenza and Pneumonia","edu","Secondary Education (High School)",1.2
"pop","Influenza and Pneumonia","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"pop","Influenza and Pneumonia","edu","Master's degree",0.8
"pop","Influenza and Pneumonia","edu","Doctoral degree",0.6
"pop","Influenza and Pneumonia","hsd","0",1.35
"pop","Influenza and Pneumonia","hsd","1",3.3
"pop","Influenza and Pneumonia","hsd","2",2.9
"pop","Influenza and Pneumonia","hsd","3",2.5
"pop","Influenza and Pneumonia","hsd","4",2.1
"pop","Influenza and Pneumonia","hsd","5",1.7
"pop","Influenza and Pneumonia","hsd","6",1.3
"pop","Influenza and Pneumonia","hsd","7",1
"pop","Influenza and Pneumonia","hsd","8",1.2
"pop","Influenza and Pneumonia","hsd","9",1.5
"pop","Influenza and Pneumonia","hsd","10",1.8
"pop","Influenza and Pneumonia","hsd","11",2.1
"pop","Influenza and Pneumonia","hsd","12",2.4
"pop","Influenza and Pneumonia","hsd","13",2.7
"pop","Influenza and Pneumonia","hsd","14",3
"pop","Influenza and Pneumonia","hsd","15",3.3
"pop","Influenza and Pneumonia","hsd","16",3.6
"pop","Influenza and Pneumonia","hsd","17",3.6
"pop","Influenza and Pneumonia","hsd","18",3.6
"pop","Influenza and Pneumonia","hsd","19",3.6
"pop","Influenza and Pneumonia","hsd","20",3.6
"pop","Influenza and Pneumonia","hsd","21",3.6
"pop","Influenza and Pneumonia","hsd","22",3.6
"pop","Influenza and Pneumonia","hsd","23",3.6
"pop","Influenza and Pneumonia","hsd","24",3.6
"pop","Influenza and Pneumonia","sys","Normal (SBP <120 mmHG)",1
"pop","Influenza and Pneumonia","sys","Elevated (SBP 120-129 mmHG)",1.1
"pop","Influenza and Pneumonia","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1.2
"pop","Influenza and Pneumonia","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1.36
"pop","Influenza and Pneumonia","bmi","Underweight (<18.5)",2
"pop","Influenza and Pneumonia","bmi","Normal Weight (18.5-24.9)",1
"pop","Influenza and Pneumonia","bmi","Overweight (25-29.9)",1.5
"pop","Influenza and Pneumonia","bmi","Obese (>30)",2
"pop","Influenza and Pneumonia","hbp","Yes",1
"pop","Influenza and Pneumonia","hbp","No",1
"pop","Influenza and Pneumonia","hbc","Yes",1
"pop","Influenza and Pneumonia","hbc","No",1
"pop","Influenza and Pneumonia","cvd","Yes",1
"pop","Influenza and Pneumonia","cvd","No",1
"pop","Influenza and Pneumonia","copd","Yes",1.77
"pop","Influenza and Pneumonia","copd","No",1
"pop","Influenza and Pneumonia","dia","Yes",1
"pop","Influenza and Pneumonia","dia","No",1
"pop","Influenza and Pneumonia","dep","Yes",1
"pop","Influenza and Pneumonia","dep","No",1
"pop","Influenza and Pneumonia","can","Yes",2.55
"pop","Influenza and Pneumonia","can","No",1
"pop","Influenza and Pneumonia","alz","Yes",2.15
"pop","Influenza and Pneumonia","alz","No",1
"pop","Influenza and Pneumonia","fcvd","Yes",1
"pop","Influenza and Pneumonia","fcvd","No",1
"pop","Influenza and Pneumonia","fcopd","Yes",1
"pop","Influenza and Pneumonia","fcopd","No",1
"pop","Influenza and Pneumonia","fdia","Yes",1
"pop","Influenza and Pneumonia","fdia","No",1
"pop","Influenza and Pneumonia","fdep","Yes",1
"pop","Influenza and Pneumonia","fdep","No",1
"pop","Influenza and Pneumonia","fcan","Yes",1
"pop","Influenza and Pneumonia","fcan","No",1
"pop","Influenza and Pneumonia","falz","Yes",1
"pop","Influenza and Pneumonia","falz","No",1
"pop","Kidney Diseases","sex","Male",1.213
"pop","Kidney Diseases","sex","Female",0.843
"pop","Kidney Diseases","race","White",0.898
"pop","Kidney Diseases","race","Black",2.024
"pop","Kidney Diseases","race","Asian",0.638
"pop","Kidney Diseases","race","Native American",0.882
"pop","Kidney Diseases","race","Other",1
"pop","Kidney Diseases","wbr","East Asia & Pacific",0.852
"pop","Kidney Diseases","wbr","Europe & Central Asia",0.924
"pop","Kidney Diseases","wbr","Latin America & Caribbean",1.557
"pop","Kidney Diseases","wbr","Middle East & North Africa",0.864
"pop","Kidney Diseases","wbr","North America",1.502
"pop","Kidney Diseases","wbr","South Asia",0.765
"pop","Kidney Diseases","wbr","Sub-Saharan Africa",0.538
"pop","Kidney Diseases","inc","Poor",1.2
"pop","Kidney Diseases","inc","Lower-middle",1.1
"pop","Kidney Diseases","inc","Middle",1
"pop","Kidney Diseases","inc","Upper-middle",0.9
"pop","Kidney Diseases","inc","Rich",0.8
"pop","Kidney Diseases","edu","No Formal Schooling",1.2
"pop","Kidney Diseases","edu","Primary Education (Elementary School)",1.1
"pop","Kidney Diseases","edu","Secondary Education (High School)",1
"pop","Kidney Diseases","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",0.9
"pop","Kidney Diseases","edu","Master's degree",0.8
"pop","Kidney Diseases","edu","Doctoral degree",0.7
"pop","Kidney Diseases","hsd","0",1.42
"pop","Kidney Diseases","hsd","1",1.36
"pop","Kidney Diseases","hsd","2",1.3
"pop","Kidney Diseases","hsd","3",1.24
"pop","Kidney Diseases","hsd","4",1.18
"pop","Kidney Diseases","hsd","5",1.12
"pop","Kidney Diseases","hsd","6",1.06
"pop","Kidney Diseases","hsd","7",1
"pop","Kidney Diseases","hsd","8",1.1
"pop","Kidney Diseases","hsd","9",1.3
"pop","Kidney Diseases","hsd","10",1.5
"pop","Kidney Diseases","hsd","11",1.7
"pop","Kidney Diseases","hsd","12",1.9
"pop","Kidney Diseases","hsd","13",2.1
"pop","Kidney Diseases","hsd","14",2.3
"pop","Kidney Diseases","hsd","15",2.5
"pop","Kidney Diseases","hsd","16",2.7
"pop","Kidney Diseases","hsd","17",2.7
"pop","Kidney Diseases","hsd","18",2.7
"pop","Kidney Diseases","hsd","19",2.7
"pop","Kidney Diseases","hsd","20",2.7
"pop","Kidney Diseases","hsd","21",2.7
"pop","Kidney Diseases","hsd","22",2.7
"pop","Kidney Diseases","hsd","23",2.7
"pop","Kidney Diseases","hsd","24",2.7
"pop","Kidney Diseases","sys","Normal (SBP <120 mmHG)",1
"pop","Kidney Diseases","sys","Elevated (SBP 120-129 mmHG)",1.16
"pop","Kidney Diseases","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1.34
"pop","Kidney Diseases","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1.56
"pop","Kidney Diseases","bmi","Underweight (<18.5)",1.3
"pop","Kidney Diseases","bmi","Normal Weight (18.5-24.9)",1
"pop","Kidney Diseases","bmi","Overweight (25-29.9)",1.34
"pop","Kidney Diseases","bmi","Obese (>30)",1.94
"pop","Kidney Diseases","hbp","Yes",1
"pop","Kidney Diseases","hbp","No",1
"pop","Kidney Diseases","hbc","Yes",1.1
"pop","Kidney Diseases","hbc","No",1
"pop","Kidney Diseases","cvd","Yes",1.64
"pop","Kidney Diseases","cvd","No",1
"pop","Kidney Diseases","copd","Yes",1.22
"pop","Kidney Diseases","copd","No",1
"pop","Kidney Diseases","dia","Yes",1.75
"pop","Kidney Diseases","dia","No",1
"pop","Kidney Diseases","dep","Yes",1
"pop","Kidney Diseases","dep","No",1
"pop","Kidney Diseases","can","Yes",2.29
"pop","Kidney Diseases","can","No",1
"pop","Kidney Diseases","alz","Yes",1
"pop","Kidney Diseases","alz","No",1
"pop","Kidney Diseases","fcvd","Yes",1
"pop","Kidney Diseases","fcvd","No",1
"pop","Kidney Diseases","fcopd","Yes",1
"pop","Kidney Diseases","fcopd","No",1
"pop","Kidney Diseases","fdia","Yes",1
"pop","Kidney Diseases","fdia","No",1
"pop","Kidney Diseases","fdep","Yes",1
"pop","Kidney Diseases","fdep","No",1
"pop","Kidney Diseases","fcan","Yes",1
"pop","Kidney Diseases","fcan","No",1
"pop","Kidney Diseases","falz","Yes",1
"pop","Kidney Diseases","falz","No",1
"pop","Suicide","sex","Male",1.63
"pop","Suicide","sex","Female",0.407
"pop","Suicide","race","White",1.126
"pop","Suicide","race","Black",0.556
"pop","Suicide","race","Asian",0.474
"pop","Suicide","race","Native American",1.244
"pop","Suicide","race","Other",1
"pop","Suicide","wbr","East Asia & Pacific",0.91
"pop","Suicide","wbr","Europe & Central Asia",1.544
"pop","Suicide","wbr","Latin America & Caribbean",0.727
"pop","Suicide","wbr","Middle East & North Africa",0.445
"pop","Suicide","wbr","North America",1.425
"pop","Suicide","wbr","South Asia",1.288
"pop","Suicide","wbr","Sub-Saharan Africa",0.662
"pop","Suicide","inc","Poor",1.2
"pop","Suicide","inc","Lower-middle",1.1
"pop","Suicide","inc","Middle",1
"pop","Suicide","inc","Upper-middle",0.9
"pop","Suicide","inc","Rich",0.8
"pop","Suicide","edu","No Formal Schooling",1.2
"pop","Suicide","edu","Primary Education (Elementary School)",1.1
"pop","Suicide","edu","Secondary Education (High School)",1
"pop","Suicide","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",0.9
"pop","Suicide","edu","Master's degree",0.8
"pop","Suicide","edu","Doctoral degree",0.7
"pop","Suicide","hsd","0",1.42
"pop","Suicide","hsd","1",1.36
"pop","Suicide","hsd","2",1.3
"pop","Suicide","hsd","3",1.24
"pop","Suicide","hsd","4",1.18
"pop","Suicide","hsd","5",1.12
"pop","Suicide","hsd","6",1.06
"pop","Suicide","hsd","7",1
"pop","Suicide","hsd","8",1.1
"pop","Suicide","hsd","9",1.3
"pop","Suicide","hsd","10",1.5
"pop","Suicide","hsd","11",1.7
"pop","Suicide","hsd","12",1.9
"pop","Suicide","hsd","13",2.1
"pop","Suicide","hsd","14",2.3
"pop","Suicide","hsd","15",2.5
"pop","Suicide","hsd","16",2.7
"pop","Suicide","hsd","17",2.7
"pop","Suicide","hsd","18",2.7
"pop","Suicide","hsd","19",2.7
"pop","Suicide","hsd","20",2.7
"pop","Suicide","hsd","21",2.7
"pop","Suicide","hsd","22",2.7
"pop","Suicide","hsd","23",2.7
"pop","Suicide","hsd","24",2.7
"pop","Suicide","sys","Normal (SBP <120 mmHG)",1
"pop","Suicide","sys","Elevated (SBP 120-129 mmHG)",1
"pop","Suicide","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1
"pop","Suicide","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1
"pop","Suicide","bmi","Underweight (<18.5)",2
"pop","Suicide","bmi","Normal Weight (18.5-24.9)",1
"pop","Suicide","bmi","Overweight (25-29.9)",1
"pop","Suicide","bmi","Obese (>30)",1
"pop","Suicide","hbp","Yes",1
"pop","Suicide","hbp","No",1
"pop","Suicide","hbc","Yes",1.5
"pop","Suicide","hbc","No",1
"pop","Suicide","cvd","Yes",1
"pop","Suicide","cvd","No",1
"pop","Suicide","copd","Yes",1
"pop","Suicide","copd","No",1
"pop","Suicide","dia","Yes",1
"pop","Suicide","dia","No",1
"pop","Suicide","dep","Yes",1
"pop","Suicide","dep","No",1
"pop","Suicide","can","Yes",2.85
"pop","Suicide","can","No",1
"pop","Suicide","alz","Yes",1
"pop","Suicide","alz","No",1
"pop","Suicide","fcvd","Yes",1
"pop","Suicide","fcvd","No",1
"pop","Suicide","fcopd","Yes",1
"pop","Suicide","fcopd","No",1
"pop","Suicide","fdia","Yes",1
"pop","Suicide","fdia","No",1
"pop","Suicide","fdep","Yes",2.58
"pop","Suicide","fdep","No",1
"pop","Suicide","fcan","Yes",1
"pop","Suicide","fcan","No",1
"pop","Suicide","falz","Yes",1
"pop","Suicide","falz","No",1
"pop","Liver Diseases","sex","Male",1.316
"pop","Liver Diseases","sex","Female",0.707
"pop","Liver Diseases","race","White",1.083
"pop","Liver Diseases","race","Black",0.662
"pop","Liver Diseases","race","Asian",0.308
"pop","Liver Diseases","race","Native American",2.85
"pop","Liver Diseases","race","Other",1
"pop","Liver Diseases","wbr","East Asia & Pacific",0.829
"pop","Liver Diseases","wbr","Europe & Central Asia",1.212
"pop","Liver Diseases","wbr","Latin America & Caribbean",1.124
"pop","Liver Diseases","wbr","Middle East & North Africa",1.013
"pop","Liver Diseases","wbr","North America",0.999
"pop","Liver Diseases","wbr","South Asia",0.963
"pop","Liver Diseases","wbr","Sub-Saharan Africa",0.86
"pop","Liver Diseases","inc","Poor",1.2
"pop","Liver Diseases","inc","Lower-middle",1.1
"pop","Liver Diseases","inc","Middle",1
"pop","Liver Diseases","inc","Upper-middle",0.9
"pop","Liver Diseases","inc","Rich",0.8
"pop","Liver Diseases","edu","No Formal Schooling",1.2
"pop","Liver Diseases","edu","Primary Education (Elementary School)",1.1
"pop","Liver Diseases","edu","Secondary Education (High School)",1
"pop","Liver Diseases","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",0.9
"pop","Liver Diseases","edu","Master's degree",0.8
"pop","Liver Diseases","edu","Doctoral degree",0.7
"pop","Liver Diseases","hsd","0",1.42
"pop","Liver Diseases","hsd","1",1.36
"pop","Liver Diseases","hsd","2",1.3
"pop","Liver Diseases","hsd","3",1.24
"pop","Liver Diseases","hsd","4",1.18
"pop","Liver Diseases","hsd","5",1.12
"pop","Liver Diseases","hsd","6",1.06
"pop","Liver Diseases","hsd","7",1
"pop","Liver Diseases","hsd","8",1.1
"pop","Liver Diseases","hsd","9",1.3
"pop","Liver Diseases","hsd","10",1.5
"pop","Liver Diseases","hsd","11",1.7
"pop","Liver Diseases","hsd","12",1.9
"pop","Liver Diseases","hsd","13",2.1
"pop","Liver Diseases","hsd","14",2.3
"pop","Liver Diseases","hsd","15",2.5
"pop","Liver Diseases","hsd","16",2.7
"pop","Liver Diseases","hsd","17",2.7
"pop","Liver Diseases","hsd","18",2.7
"pop","Liver Diseases","hsd","19",2.7
"pop","Liver Diseases","hsd","20",2.7
"pop","Liver Diseases","hsd","21",2.7
"pop","Liver Diseases","hsd","22",2.7
"pop","Liver Diseases","hsd","23",2.7
"pop","Liver Diseases","hsd","24",2.7
"pop","Liver Diseases","sys","Normal (SBP <120 mmHG)",1
"pop","Liver Diseases","sys","Elevated (SBP 120-129 mmHG)",1.56
"pop","Liver Diseases","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",2.13
"pop","Liver Diseases","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",2.69
"pop","Liver Diseases","bmi","Underweight (<18.5)",1
"pop","Liver Diseases","bmi","Normal Weight (18.5-24.9)",1
"pop","Liver Diseases","bmi","Overweight (25-29.9)",1.16
"pop","Liver Diseases","bmi","Obese (>30)",1.69
"pop","Liver Diseases","hbp","Yes",1
"pop","Liver Diseases","hbp","No",1
"pop","Liver Diseases","hbc","Yes",1.1
"pop","Liver Diseases","hbc","No",1
"pop","Liver Diseases","cvd","Yes",1
"pop","Liver Diseases","cvd","No",1
"pop","Liver Diseases","copd","Yes",1
"pop","Liver Diseases","copd","No",1
"pop","Liver Diseases","dia","Yes",1
"pop","Liver Diseases","dia","No",1
"pop","Liver Diseases","dep","Yes",1
"pop","Liver Diseases","dep","No",1
"pop","Liver Diseases","can","Yes",4.7
"pop","Liver Diseases","can","No",1
"pop","Liver Diseases","alz","Yes",1
"pop","Liver Diseases","alz","No",1
"pop","Liver Diseases","fcvd","Yes",1
"pop","Liver Diseases","fcvd","No",1
"pop","Liver Diseases","fcopd","Yes",1
"pop","Liver Diseases","fcopd","No",1
"pop","Liver Diseases","fdia","Yes",1
"pop","Liver Diseases","fdia","No",1
"pop","Liver Diseases","fdep","Yes",1
"pop","Liver Diseases","fdep","No",1
"pop","Liver Diseases","fcan","Yes",1
"pop","Liver Diseases","fcan","No",1
"pop","Liver Diseases","falz","Yes",1
"pop","Liver Diseases","falz","No",1
"pop","Septicemia","sex","Male",1.113
"pop","Septicemia","sex","Female",0.918
"pop","Septicemia","race","White",0.959
"pop","Septicemia","race","Black",1.68
"pop","Septicemia","race","Asian",0.464
"pop","Septicemia","race","Native American",0.948
"pop","Septicemia","race","Other",1
"pop","Septicemia","wbr","East Asia & Pacific",1.5
"pop","Septicemia","wbr","Europe & Central Asia",1.5
"pop","Septicemia","wbr","Latin America & Caribbean",2
"pop","Septicemia","wbr","Middle East & North Africa",2
"pop","Septicemia","wbr","North America",1
"pop","Septicemia","wbr","South Asia",4
"pop","Septicemia","wbr","Sub-Saharan Africa",6
"pop","Septicemia","inc","Poor",2
"pop","Septicemia","inc","Lower-middle",1.5
"pop","Septicemia","inc","Middle",1
"pop","Septicemia","inc","Upper-middle",1
"pop","Septicemia","inc","Rich",1
"pop","Septicemia","edu","No Formal Schooling",2
"pop","Septicemia","edu","Primary Education (Elementary School)",2
"pop","Septicemia","edu","Secondary Education (High School)",1
"pop","Septicemia","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",2
"pop","Septicemia","edu","Master's degree",0.5
"pop","Septicemia","edu","Doctoral degree",0.5
"pop","Septicemia","hsd","0",1.42
"pop","Septicemia","hsd","1",1.36
"pop","Septicemia","hsd","2",1.3
"pop","Septicemia","hsd","3",1.24
"pop","Septicemia","hsd","4",1.18
"pop","Septicemia","hsd","5",1.12
"pop","Septicemia","hsd","6",1.06
"pop","Septicemia","hsd","7",1
"pop","Septicemia","hsd","8",1.1
"pop","Septicemia","hsd","9",1.3
"pop","Septicemia","hsd","10",1.5
"pop","Septicemia","hsd","11",1.7
"pop","Septicemia","hsd","12",1.9
"pop","Septicemia","hsd","13",2.1
"pop","Septicemia","hsd","14",2.3
"pop","Septicemia","hsd","15",2.5
"pop","Septicemia","hsd","16",2.7
"pop","Septicemia","hsd","17",2.7
"pop","Septicemia","hsd","18",2.7
"pop","Septicemia","hsd","19",2.7
"pop","Septicemia","hsd","20",2.7
"pop","Septicemia","hsd","21",2.7
"pop","Septicemia","hsd","22",2.7
"pop","Septicemia","hsd","23",2.7
"pop","Septicemia","hsd","24",2.7
"pop","Septicemia","sys","Normal (SBP <120 mmHG)",1
"pop","Septicemia","sys","Elevated (SBP 120-129 mmHG)",1
"pop","Septicemia","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1
"pop","Septicemia","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1
"pop","Septicemia","bmi","Underweight (<18.5)",1.56
"pop","Septicemia","bmi","Normal Weight (18.5-24.9)",1
"pop","Septicemia","bmi","Overweight (25-29.9)",1
"pop","Septicemia","bmi","Obese (>30)",1
"pop","Septicemia","hbp","Yes",1
